product_id;product_name;product_year;product_segment;product_brand;product_strategy;product_category
36;Surly Troll Frameset - 2017;2017;gamme moyenne;Surly;low strategic;Mountain Bikes
37;Haro Flightline One ST - 2017;2017;gamme basse;Haro;high strategic;Mountain Bikes
38;Haro Flightline Two 26 Plus - 2017;2017;gamme moyenne;Haro;high strategic;Mountain Bikes
39;Trek Stache 5 - 2017;2017;gamme moyenne;Trek;low strategic;Mountain Bikes
40;Trek Fuel EX 9.8 29 - 2017;2017;gamme haute;Trek;low strategic;Mountain Bikes
41;Haro Shift R3 - 2017;2017;gamme moyenne;Haro;high strategic;Mountain Bikes
42;Trek Fuel EX 5 27.5 Plus - 2017;2017;gamme haute;Trek;low strategic;Mountain Bikes
43;Trek Fuel EX 9.8 27.5 Plus - 2017;2017;gamme haute;Trek;low strategic;Mountain Bikes
44;Haro SR 1.1 - 2017;2017;gamme moyenne;Haro;high strategic;Mountain Bikes
45;Haro SR 1.2 - 2017;2017;gamme moyenne;Haro;high strategic;Mountain Bikes
46;Haro SR 1.3 - 2017;2017;gamme moyenne;Haro;high strategic;Mountain Bikes
47;Trek Remedy 9.8 - 2017;2017;gamme haute;Trek;low strategic;Mountain Bikes
48;Trek Emonda S 4 - 2017;2017;gamme moyenne;Trek;low strategic;Road Bikes
49;Trek Domane SL 6 - 2017;2017;gamme haute;Trek;low strategic;Road Bikes
50;Trek Silque SLR 7 Women's - 2017;2017;gamme haute;Trek;low strategic;Road Bikes
51;Trek Silque SLR 8 Women's - 2017;2017;gamme haute;Trek;low strategic;Road Bikes
52;Surly Steamroller - 2017;2017;gamme moyenne;Surly;low strategic;Road Bikes
53;Surly Ogre Frameset - 2017;2017;gamme moyenne;Surly;low strategic;Road Bikes
54;Trek Domane SL Disc Frameset - 2017;2017;gamme haute;Trek;low strategic;Road Bikes
55;Trek Domane S 6 - 2017;2017;gamme haute;Trek;low strategic;Road Bikes
56;Trek Domane SLR 6 Disc - 2017;2017;gamme haute;Trek;low strategic;Road Bikes
57;Trek Emonda S 5 - 2017;2017;gamme moyenne;Trek;low strategic;Road Bikes
58;Trek Madone 9.2 - 2017;2017;gamme haute;Trek;low strategic;Road Bikes
59;Trek Domane S 5 Disc - 2017;2017;gamme haute;Trek;low strategic;Road Bikes
60;Sun Bicycles ElectroLite - 2017;2017;gamme moyenne;Sun Bicycles;extremly strategic;Electric Bikes
61;Trek Powerfly 8 FS Plus - 2017;2017;gamme haute;Trek;low strategic;Electric Bikes
62;Trek Boone 7 - 2017;2017;gamme haute;Trek;low strategic;Cyclocross Bicycles
63;Trek Boone Race Shop Limited - 2017;2017;gamme haute;Trek;low strategic;Cyclocross Bicycles
64;Electra Townie Original 7D - 2017;2017;gamme moyenne;Electra;low strategic;Cruisers Bicycles
65;Sun Bicycles Lil Bolt Type-R - 2017;2017;gamme basse;Sun Bicycles;extremly strategic;Cruisers Bicycles
66;Sun Bicycles Revolutions 24 - 2017;2017;gamme basse;Sun Bicycles;extremly strategic;Cruisers Bicycles
67;Sun Bicycles Revolutions 24 - Girl's - 2017;2017;gamme basse;Sun Bicycles;extremly strategic;Cruisers Bicycles
68;Sun Bicycles Cruz 3 - 2017;2017;gamme basse;Sun Bicycles;extremly strategic;Cruisers Bicycles
69;Sun Bicycles Cruz 7 - 2017;2017;gamme basse;Sun Bicycles;extremly strategic;Cruisers Bicycles
70;Electra Amsterdam Original 3i - 2015/2017;2017;gamme moyenne;Electra;low strategic;Cruisers Bicycles
71;Sun Bicycles Atlas X-Type - 2017;2017;gamme basse;Sun Bicycles;extremly strategic;Cruisers Bicycles
72;Sun Bicycles Biscayne Tandem 7 - 2017;2017;gamme moyenne;Sun Bicycles;extremly strategic;Cruisers Bicycles
73;Sun Bicycles Brickell Tandem 7 - 2017;2017;gamme moyenne;Sun Bicycles;extremly strategic;Cruisers Bicycles
74;Electra Cruiser Lux 1 - 2017;2017;gamme basse;Electra;low strategic;Cruisers Bicycles
75;Electra Cruiser Lux Fat Tire 1 Ladies - 2017;2017;gamme moyenne;Electra;low strategic;Cruisers Bicycles
76;Electra Girl's Hawaii 1 16" - 2017;2017;gamme basse;Electra;low strategic;Cruisers Bicycles
77;Electra Glam Punk 3i Ladies' - 2017;2017;gamme moyenne;Electra;low strategic;Cruisers Bicycles
78;Sun Bicycles Biscayne Tandem CB - 2017;2017;gamme moyenne;Sun Bicycles;extremly strategic;Cruisers Bicycles
79;Sun Bicycles Boardwalk (24-inch Wheels) - 2017;2017;gamme basse;Sun Bicycles;extremly strategic;Cruisers Bicycles
80;Sun Bicycles Brickell Tandem CB - 2017;2017;gamme moyenne;Sun Bicycles;extremly strategic;Cruisers Bicycles
81;Electra Amsterdam Fashion 7i Ladies' - 2017;2017;gamme moyenne;Electra;low strategic;Cruisers Bicycles
82;Electra Amsterdam Original 3i Ladies' - 2017;2017;gamme moyenne;Electra;low strategic;Cruisers Bicycles
83;Trek Boy's Kickster - 2015/2017;2017;premier prix;Trek;low strategic;Children Bicycles
84;Sun Bicycles Lil Kitt'n - 2017;2017;premier prix;Sun Bicycles;extremly strategic;Children Bicycles
85;Haro Downtown 16 - 2017;2017;gamme basse;Haro;high strategic;Children Bicycles
86;Trek Girl's Kickster - 2017;2017;premier prix;Trek;low strategic;Children Bicycles
87;Trek Precaliber 12 Boys - 2017;2017;premier prix;Trek;low strategic;Children Bicycles
88;Trek Precaliber 12 Girls - 2017;2017;premier prix;Trek;low strategic;Children Bicycles
89;Trek Precaliber 16 Boys - 2017;2017;premier prix;Trek;low strategic;Children Bicycles
90;Trek Precaliber 16 Girls - 2017;2017;premier prix;Trek;low strategic;Children Bicycles
91;Trek Precaliber 24 (21-Speed) - Girls - 2017;2017;gamme basse;Trek;low strategic;Children Bicycles
92;Haro Shredder 20 - 2017;2017;premier prix;Haro;high strategic;Children Bicycles
93;Haro Shredder 20 Girls - 2017;2017;premier prix;Haro;high strategic;Children Bicycles
94;Haro Shredder Pro 20 - 2017;2017;gamme basse;Haro;high strategic;Children Bicycles
95;Electra Girl's Hawaii 1 16" - 2017;2017;gamme basse;Electra;low strategic;Children Bicycles
96;Electra Moto 3i (20-inch) - Boy's - 2017;2017;gamme basse;Electra;low strategic;Children Bicycles
97;Electra Savannah 3i (20-inch) - Girl's - 2017;2017;gamme basse;Electra;low strategic;Children Bicycles
98;Electra Straight 8 3i (20-inch) - Boy's - 2017;2017;gamme moyenne;Electra;low strategic;Children Bicycles
99;Electra Sugar Skulls 1 (20-inch) - Girl's - 2017;2017;gamme basse;Electra;low strategic;Children Bicycles
100;Electra Townie 3i EQ (20-inch) - Boys' - 2017;2017;gamme moyenne;Electra;low strategic;Children Bicycles
101;Electra Townie 7D (20-inch) - Boys' - 2017;2017;gamme basse;Electra;low strategic;Children Bicycles
102;Electra Townie Original 7D - 2017;2017;gamme moyenne;Electra;low strategic;Comfort Bicycles
103;Sun Bicycles Streamway 3 - 2017;2017;gamme moyenne;Sun Bicycles;extremly strategic;Comfort Bicycles
104;Sun Bicycles Streamway - 2017;2017;gamme moyenne;Sun Bicycles;extremly strategic;Comfort Bicycles
105;Sun Bicycles Streamway 7 - 2017;2017;gamme moyenne;Sun Bicycles;extremly strategic;Comfort Bicycles
106;Sun Bicycles Cruz 3 - 2017;2017;gamme basse;Sun Bicycles;extremly strategic;Comfort Bicycles
107;Sun Bicycles Cruz 7 - 2017;2017;gamme basse;Sun Bicycles;extremly strategic;Comfort Bicycles
108;Sun Bicycles Cruz 3 - Women's - 2017;2017;gamme basse;Sun Bicycles;extremly strategic;Comfort Bicycles
109;Sun Bicycles Cruz 7 - Women's - 2017;2017;gamme basse;Sun Bicycles;extremly strategic;Comfort Bicycles
110;Sun Bicycles Drifter 7 - 2017;2017;gamme moyenne;Sun Bicycles;extremly strategic;Comfort Bicycles
111;Sun Bicycles Drifter 7 - Women's - 2017;2017;gamme moyenne;Sun Bicycles;extremly strategic;Comfort Bicycles
112;Trek 820 - 2018;2018;gamme basse;Trek;low strategic;Mountain Bikes
113;Trek Marlin 5 - 2018;2018;gamme moyenne;Trek;low strategic;Mountain Bikes
114;Trek Marlin 6 - 2018;2018;gamme moyenne;Trek;low strategic;Mountain Bikes
115;Trek Fuel EX 8 29 - 2018;2018;gamme haute;Trek;low strategic;Mountain Bikes
116;Trek Marlin 7 - 2017/2018;2018;gamme moyenne;Trek;low strategic;Mountain Bikes
117;Trek Ticket S Frame - 2018;2018;gamme moyenne;Trek;low strategic;Mountain Bikes
118;Trek X-Caliber 8 - 2018;2018;gamme moyenne;Trek;low strategic;Mountain Bikes
119;Trek Kids' Neko - 2018;2018;gamme basse;Trek;low strategic;Mountain Bikes
120;Trek Fuel EX 7 29 - 2018;2018;gamme haute;Trek;low strategic;Mountain Bikes
121;Surly Krampus Frameset - 2018;2018;gamme haute;Surly;low strategic;Mountain Bikes
122;Surly Troll Frameset - 2018;2018;gamme haute;Surly;low strategic;Mountain Bikes
123;Trek Farley Carbon Frameset - 2018;2018;gamme moyenne;Trek;low strategic;Mountain Bikes
124;Surly Krampus - 2018;2018;gamme moyenne;Surly;low strategic;Mountain Bikes
125;Trek Kids' Dual Sport - 2018;2018;gamme basse;Trek;low strategic;Mountain Bikes
126;Surly Big Fat Dummy Frameset - 2018;2018;gamme basse;Surly;low strategic;Mountain Bikes
127;Surly Pack Rat Frameset - 2018;2018;gamme basse;Surly;low strategic;Mountain Bikes
128;Surly ECR 27.5 - 2018;2018;gamme moyenne;Surly;low strategic;Mountain Bikes
129;Trek X-Caliber 7 - 2018;2018;gamme moyenne;Trek;low strategic;Mountain Bikes
130;Trek Stache Carbon Frameset - 2018;2018;gamme moyenne;Trek;low strategic;Mountain Bikes
131;Heller Bloodhound Trail - 2018;2018;gamme haute;Heller;medium strategic;Mountain Bikes
132;Trek Procal AL Frameset - 2018;2018;gamme moyenne;Trek;low strategic;Mountain Bikes
133;Trek Procaliber Frameset - 2018;2018;gamme moyenne;Trek;low strategic;Mountain Bikes
134;Trek Remedy 27.5 C Frameset - 2018;2018;gamme moyenne;Trek;low strategic;Mountain Bikes
135;Trek X-Caliber Frameset - 2018;2018;gamme moyenne;Trek;low strategic;Mountain Bikes
136;Trek Procaliber 6 - 2018;2018;gamme moyenne;Trek;low strategic;Mountain Bikes
137;Heller Shagamaw GX1 - 2018;2018;gamme haute;Heller;medium strategic;Mountain Bikes
138;Trek Fuel EX 5 Plus - 2018;2018;gamme haute;Trek;low strategic;Mountain Bikes
139;Trek Remedy 7 27.5 - 2018;2018;gamme haute;Trek;low strategic;Mountain Bikes
140;Trek Remedy 9.8 27.5 - 2018;2018;gamme haute;Trek;low strategic;Mountain Bikes
141;Trek Stache 5 - 2018;2018;gamme moyenne;Trek;low strategic;Mountain Bikes
142;Trek Fuel EX 8 29 XT - 2018;2018;gamme haute;Trek;low strategic;Mountain Bikes
143;Trek Domane ALR 3 - 2018;2018;gamme moyenne;Trek;low strategic;Road Bikes
144;Trek Domane ALR 4 Disc - 2018;2018;gamme moyenne;Trek;low strategic;Road Bikes
145;Trek Domane ALR 5 Disc - 2018;2018;gamme moyenne;Trek;low strategic;Road Bikes
146;Trek Domane SLR 6 - 2018;2018;gamme haute;Trek;low strategic;Road Bikes
147;Trek Domane ALR 5 Gravel - 2018;2018;gamme moyenne;Trek;low strategic;Road Bikes
148;Trek Domane SL 8 Disc - 2018;2018;gamme haute;Trek;low strategic;Road Bikes
149;Trek Domane SLR 8 Disc - 2018;2018;élite;Trek;low strategic;Road Bikes
150;Trek Emonda SL 7 - 2018;2018;gamme haute;Trek;low strategic;Road Bikes
151;Trek Domane ALR 4 Disc Women's - 2018;2018;gamme moyenne;Trek;low strategic;Road Bikes
152;Trek Domane SL 5 Disc Women's - 2018;2018;gamme haute;Trek;low strategic;Road Bikes
153;Trek Domane SL 7 Women's - 2018;2018;gamme haute;Trek;low strategic;Road Bikes
154;Trek Domane SLR 6 Disc Women's - 2018;2018;gamme haute;Trek;low strategic;Road Bikes
155;Trek Domane SLR 9 Disc - 2018;2018;élite;Trek;low strategic;Road Bikes
156;Trek Domane SL Frameset - 2018;2018;gamme haute;Trek;low strategic;Road Bikes
157;Trek Domane SL Frameset Women's - 2018;2018;gamme haute;Trek;low strategic;Road Bikes
158;Trek CrossRip 1 - 2018;2018;gamme moyenne;Trek;low strategic;Road Bikes
159;Trek Emonda ALR 6 - 2018;2018;gamme haute;Trek;low strategic;Road Bikes
160;Trek Emonda SLR 6 - 2018;2018;gamme haute;Trek;low strategic;Road Bikes
161;Surly ECR - 2018;2018;gamme moyenne;Surly;low strategic;Road Bikes
162;Trek Emonda SL 6 Disc - 2018;2018;gamme haute;Trek;low strategic;Road Bikes
163;Surly Pack Rat - 2018;2018;gamme moyenne;Surly;low strategic;Road Bikes
164;Surly Straggler 650b - 2018;2018;gamme moyenne;Surly;low strategic;Road Bikes
165;Trek 1120 - 2018;2018;gamme haute;Trek;low strategic;Road Bikes
166;Trek Domane AL 2 Women's - 2018;2018;gamme moyenne;Trek;low strategic;Road Bikes
167;Surly ECR Frameset - 2018;2018;gamme moyenne;Surly;low strategic;Road Bikes
168;Surly Straggler - 2018;2018;gamme moyenne;Surly;low strategic;Road Bikes
169;Trek Emonda SLR 8 - 2018;2018;gamme haute;Trek;low strategic;Road Bikes
170;Trek CrossRip 2 - 2018;2018;gamme moyenne;Trek;low strategic;Road Bikes
171;Trek Domane SL 6 - 2018;2018;gamme haute;Trek;low strategic;Road Bikes
172;Trek Domane ALR Disc Frameset - 2018;2018;gamme haute;Trek;low strategic;Road Bikes
173;Trek Domane ALR Frameset - 2018;2018;gamme haute;Trek;low strategic;Road Bikes
174;Trek Domane SLR Disc Frameset - 2018;2018;gamme haute;Trek;low strategic;Road Bikes
175;Trek Domane SLR Frameset - 2018;2018;gamme haute;Trek;low strategic;Road Bikes
176;Trek Madone 9 Frameset - 2018;2018;gamme haute;Trek;low strategic;Road Bikes
177;Trek Domane SLR 6 Disc - 2018;2018;gamme haute;Trek;low strategic;Road Bikes
178;Trek Domane AL 2 - 2018;2018;gamme moyenne;Trek;low strategic;Road Bikes
179;Trek Domane AL 3 - 2018;2018;gamme moyenne;Trek;low strategic;Road Bikes
180;Trek Domane AL 3 Women's - 2018;2018;gamme moyenne;Trek;low strategic;Road Bikes
181;Trek Domane SL 5 - 2018;2018;gamme haute;Trek;low strategic;Road Bikes
182;Trek Domane SL 5 Disc - 2018;2018;gamme haute;Trek;low strategic;Road Bikes
183;Trek Domane SL 5 Women's - 2018;2018;gamme haute;Trek;low strategic;Road Bikes
184;Trek Domane SL 6 Disc - 2018;2018;gamme haute;Trek;low strategic;Road Bikes
185;Trek Conduit+ - 2018;2018;gamme haute;Trek;low strategic;Electric Bikes
186;Trek CrossRip+ - 2018;2018;gamme haute;Trek;low strategic;Electric Bikes
187;Trek Neko+ - 2018;2018;gamme haute;Trek;low strategic;Electric Bikes
188;Trek XM700+ Lowstep - 2018;2018;gamme haute;Trek;low strategic;Electric Bikes
189;Trek Lift+ Lowstep - 2018;2018;gamme haute;Trek;low strategic;Electric Bikes
190;Trek Dual Sport+ - 2018;2018;gamme haute;Trek;low strategic;Electric Bikes
191;Electra Loft Go! 8i - 2018;2018;gamme haute;Electra;low strategic;Electric Bikes
192;Electra Townie Go! 8i - 2017/2018;2018;gamme haute;Electra;low strategic;Electric Bikes
193;Trek Lift+ - 2018;2018;gamme haute;Trek;low strategic;Electric Bikes
194;Trek XM700+ - 2018;2018;gamme haute;Trek;low strategic;Electric Bikes
195;Electra Townie Go! 8i Ladies' - 2018;2018;gamme haute;Electra;low strategic;Electric Bikes
196;Trek Verve+ - 2018;2018;gamme haute;Trek;low strategic;Electric Bikes
197;Trek Verve+ Lowstep - 2018;2018;gamme haute;Trek;low strategic;Electric Bikes
198;Electra Townie Commute Go! - 2018;2018;gamme haute;Electra;low strategic;Electric Bikes
199;Electra Townie Commute Go! Ladies' - 2018;2018;gamme haute;Electra;low strategic;Electric Bikes
200;Trek Powerfly 5 - 2018;2018;gamme haute;Trek;low strategic;Electric Bikes
201;Trek Powerfly 5 FS - 2018;2018;gamme haute;Trek;low strategic;Electric Bikes
202;Trek Powerfly 5 Women's - 2018;2018;gamme haute;Trek;low strategic;Electric Bikes
203;Trek Powerfly 7 FS - 2018;2018;gamme haute;Trek;low strategic;Electric Bikes
204;Trek Super Commuter+ 7 - 2018;2018;gamme haute;Trek;low strategic;Electric Bikes
205;Trek Super Commuter+ 8S - 2018;2018;gamme haute;Trek;low strategic;Electric Bikes
206;Trek Boone 5 Disc - 2018;2018;gamme haute;Trek;low strategic;Cyclocross Bicycles
207;Trek Boone 7 Disc - 2018;2018;gamme haute;Trek;low strategic;Cyclocross Bicycles
208;Trek Crockett 5 Disc - 2018;2018;gamme moyenne;Trek;low strategic;Cyclocross Bicycles
209;Trek Crockett 7 Disc - 2018;2018;gamme haute;Trek;low strategic;Cyclocross Bicycles
210;Surly Straggler - 2018;2018;gamme moyenne;Surly;low strategic;Cyclocross Bicycles
211;Surly Straggler 650b - 2018;2018;gamme moyenne;Surly;low strategic;Cyclocross Bicycles
212;Electra Townie Original 21D - 2018;2018;gamme moyenne;Electra;low strategic;Cruisers Bicycles
213;Electra Cruiser 1 - 2016/2017/2018;2018;gamme basse;Electra;low strategic;Cruisers Bicycles
214;Electra Tiger Shark 3i - 2018;2018;gamme moyenne;Electra;low strategic;Cruisers Bicycles
215;Electra Queen of Hearts 3i - 2018;2018;gamme moyenne;Electra;low strategic;Cruisers Bicycles
216;Electra Super Moto 8i - 2018;2018;gamme moyenne;Electra;low strategic;Cruisers Bicycles
217;Electra Straight 8 3i - 2018;2018;gamme moyenne;Electra;low strategic;Cruisers Bicycles
218;Electra Cruiser 7D - 2016/2017/2018;2018;gamme basse;Electra;low strategic;Cruisers Bicycles
219;Electra Moto 3i - 2018;2018;gamme moyenne;Electra;low strategic;Cruisers Bicycles
220;Electra Cruiser 1 Ladies' - 2018;2018;gamme basse;Electra;low strategic;Cruisers Bicycles
221;Electra Cruiser 7D Ladies' - 2016/2018;2018;gamme basse;Electra;low strategic;Cruisers Bicycles
222;Electra Cruiser 1 Tall - 2016/2018;2018;gamme basse;Electra;low strategic;Cruisers Bicycles
223;Electra Cruiser Lux 3i - 2018;2018;gamme moyenne;Electra;low strategic;Cruisers Bicycles
224;Electra Cruiser Lux 7D - 2018;2018;gamme moyenne;Electra;low strategic;Cruisers Bicycles
225;Electra Delivery 3i - 2016/2017/2018;2018;gamme moyenne;Electra;low strategic;Cruisers Bicycles
226;Electra Townie Original 21D EQ - 2017/2018;2018;gamme moyenne;Electra;low strategic;Cruisers Bicycles
227;Electra Cruiser 7D (24-Inch) Ladies' - 2016/2018;2018;gamme basse;Electra;low strategic;Cruisers Bicycles
228;Electra Cruiser 7D Tall - 2016/2018;2018;gamme basse;Electra;low strategic;Cruisers Bicycles
229;Electra Cruiser Lux 1 - 2016/2018;2018;gamme basse;Electra;low strategic;Cruisers Bicycles
230;Electra Cruiser Lux 1 Ladies' - 2018;2018;gamme basse;Electra;low strategic;Cruisers Bicycles
231;Electra Cruiser Lux 3i Ladies' - 2018;2018;gamme moyenne;Electra;low strategic;Cruisers Bicycles
232;Electra Cruiser Lux 7D Ladies' - 2018;2018;gamme moyenne;Electra;low strategic;Cruisers Bicycles
233;Electra Cruiser Lux Fat Tire 7D - 2018;2018;gamme moyenne;Electra;low strategic;Cruisers Bicycles
234;Electra Daydreamer 3i Ladies' - 2018;2018;gamme moyenne;Electra;low strategic;Cruisers Bicycles
235;Electra Koa 3i Ladies' - 2018;2018;gamme moyenne;Electra;low strategic;Cruisers Bicycles
236;Electra Morningstar 3i Ladies' - 2018;2018;gamme moyenne;Electra;low strategic;Cruisers Bicycles
237;Electra Relic 3i - 2018;2018;gamme moyenne;Electra;low strategic;Cruisers Bicycles
238;Electra Townie Balloon 8D EQ - 2016/2017/2018;2018;gamme moyenne;Electra;low strategic;Cruisers Bicycles
239;Electra Townie Balloon 8D EQ Ladies' - 2016/2017/2018;2018;gamme moyenne;Electra;low strategic;Cruisers Bicycles
240;Electra Townie Commute 27D Ladies - 2018;2018;gamme moyenne;Electra;low strategic;Cruisers Bicycles
241;Electra Townie Commute 8D - 2018;2018;gamme moyenne;Electra;low strategic;Cruisers Bicycles
242;Electra Townie Commute 8D Ladies' - 2018;2018;gamme moyenne;Electra;low strategic;Cruisers Bicycles
243;Electra Townie Original 21D EQ Ladies' - 2018;2018;gamme moyenne;Electra;low strategic;Cruisers Bicycles
244;Electra Townie Original 21D Ladies' - 2018;2018;gamme moyenne;Electra;low strategic;Cruisers Bicycles
245;Electra Townie Original 3i EQ - 2017/2018;2018;gamme moyenne;Electra;low strategic;Cruisers Bicycles
246;Electra Townie Original 3i EQ Ladies' - 2018;2018;gamme moyenne;Electra;low strategic;Cruisers Bicycles
247;Electra Townie Original 7D EQ - 2018;2018;gamme moyenne;Electra;low strategic;Cruisers Bicycles
248;Electra Townie Original 7D EQ Ladies' - 2017/2018;2018;gamme moyenne;Electra;low strategic;Cruisers Bicycles
249;Electra White Water 3i - 2018;2018;gamme moyenne;Electra;low strategic;Cruisers Bicycles
250;Electra Townie Go! 8i - 2017/2018;2018;gamme haute;Electra;low strategic;Cruisers Bicycles
251;Electra Townie Commute Go! - 2018;2018;gamme haute;Electra;low strategic;Cruisers Bicycles
252;Electra Townie Commute Go! Ladies' - 2018;2018;gamme haute;Electra;low strategic;Cruisers Bicycles
253;Electra Townie Go! 8i Ladies' - 2018;2018;gamme haute;Electra;low strategic;Cruisers Bicycles
254;Electra Townie Balloon 3i EQ - 2017/2018;2018;gamme moyenne;Electra;low strategic;Cruisers Bicycles
255;Electra Townie Balloon 7i EQ Ladies' - 2017/2018;2018;gamme moyenne;Electra;low strategic;Cruisers Bicycles
256;Electra Townie Commute 27D - 2018;2018;gamme moyenne;Electra;low strategic;Cruisers Bicycles
257;Electra Amsterdam Fashion 3i Ladies' - 2017/2018;2018;gamme moyenne;Electra;low strategic;Cruisers Bicycles
258;Electra Amsterdam Royal 8i - 2017/2018;2018;gamme moyenne;Electra;low strategic;Cruisers Bicycles
259;Electra Amsterdam Royal 8i Ladies - 2018;2018;gamme moyenne;Electra;low strategic;Cruisers Bicycles
260;Electra Townie Balloon 3i EQ Ladies' - 2018;2018;gamme moyenne;Electra;low strategic;Cruisers Bicycles
261;Electra Townie Balloon 7i EQ - 2018;2018;gamme moyenne;Electra;low strategic;Cruisers Bicycles
262;Trek MT 201 - 2018;2018;gamme basse;Trek;low strategic;Children Bicycles
263;Strider Classic 12 Balance Bike - 2018;2018;premier prix;Strider;high strategic;Children Bicycles
264;Strider Sport 16 - 2018;2018;gamme basse;Strider;high strategic;Children Bicycles
265;Strider Strider 20 Sport - 2018;2018;gamme basse;Strider;high strategic;Children Bicycles
266;Trek Superfly 20 - 2018;2018;gamme basse;Trek;low strategic;Children Bicycles
267;Trek Precaliber 12 Girl's - 2018;2018;premier prix;Trek;low strategic;Children Bicycles
268;Trek Kickster - 2018;2018;premier prix;Trek;low strategic;Children Bicycles
269;Trek Precaliber 12 Boy's - 2018;2018;premier prix;Trek;low strategic;Children Bicycles
270;Trek Precaliber 16 Boy's - 2018;2018;premier prix;Trek;low strategic;Children Bicycles
271;Trek Precaliber 16 Girl's - 2018;2018;premier prix;Trek;low strategic;Children Bicycles
272;Trek Precaliber 20 6-speed Boy's - 2018;2018;gamme basse;Trek;low strategic;Children Bicycles
273;Trek Precaliber 20 6-speed Girl's - 2018;2018;gamme basse;Trek;low strategic;Children Bicycles
274;Trek Precaliber 20 Boy's - 2018;2018;gamme basse;Trek;low strategic;Children Bicycles
275;Trek Precaliber 20 Girl's - 2018;2018;gamme basse;Trek;low strategic;Children Bicycles
276;Trek Precaliber 24 (7-Speed) - Boys - 2018;2018;gamme basse;Trek;low strategic;Children Bicycles
277;Trek Precaliber 24 21-speed Boy's - 2018;2018;gamme basse;Trek;low strategic;Children Bicycles
278;Trek Precaliber 24 21-speed Girl's - 2018;2018;gamme basse;Trek;low strategic;Children Bicycles
279;Trek Precaliber 24 7-speed Girl's - 2018;2018;gamme basse;Trek;low strategic;Children Bicycles
